Electronegativity,IonicRadius,AtomicNumber,BandGap
3.727,1.506,37,2.426
1.152,2.03,31,3.88
3.836,1.471,76,1.913
2.172,0.799,48,3.268
1.311,1.797,6,3.81
2.488,0.845,15,2.919
3.581,2.245,15,3.395
3.116,1.726,61,2.753
3.362,0.814,16,2.976
2.874,2.425,20,3.406
2.985,1.537,77,2.605
3.502,0.646,44,2.034
1.524,1.754,42,3.5
2.315,1.006,46,2.694
1.43,2.107,34,4.0
3.959,2.136,64,2.78
3.815,2.458,29,2.798
0.83,1.504,3,4.0
3.028,1.41,9,3.122
3.753,2.007,75,2.929
1.296,0.765,75,3.1
2.574,1.594,25,3.131
3.721,1.592,42,2.646
0.812,0.679,46,3.075
3.001,1.336,73,2.492
1.681,2.207,59,3.169
3.751,2.212,21,2.532
3.904,0.698,74,2.444
3.816,0.681,22,2.491
2.265,1.025,29,2.959
3.545,2.25,63,2.243
3.487,0.758,73,2.087
1.753,1.94,61,3.273
3.435,0.702,64,2.428
0.822,1.746,69,3.307
2.668,1.212,40,2.803
1.459,2.078,75,3.099
1.098,0.967,1,3.827
0.954,1.778,65,3.044
2.998,0.971,62,2.311
1.822,1.927,54,3.507
3.092,2.247,60,2.571
0.916,0.754,46,3.69
1.74,2.233,5,4.0
2.48,1.687,22,3.573
3.309,0.754,53,2.411
1.752,1.355,70,3.022
2.765,0.822,32,2.94
3.624,1.901,11,3.381
2.732,2.018,10,3.76
1.469,0.712,39,2.86
0.781,1.512,31,3.653
3.571,2.129,12,2.867
0.77,2.372,80,3.825
3.587,1.527,38,2.514
2.445,2.401,67,3.061
3.799,1.571,66,2.759
3.336,1.288,52,2.852
3.993,2.196,5,3.396
1.857,1.486,11,3.454
3.232,1.444,25,2.238
2.026,1.481,35,3.225
2.284,2.194,35,3.075
2.771,2.164,22,2.875
3.583,1.307,37,2.911
3.947,1.167,55,2.038
3.235,1.484,75,2.239
2.079,1.646,72,2.891
2.09,0.977,64,3.268
3.134,2.088,20,3.172
1.488,1.473,4,4.0
1.065,1.168,18,3.706
1.87,0.714,51,2.601
1.648,0.978,68,2.697
1.678,2.399,20,3.887
1.471,1.11,9,3.722
0.839,0.838,80,3.291
0.759,1.421,26,4.0
3.959,1.114,25,2.765
2.112,0.57,68,2.494
1.968,1.146,41,3.643
2.943,1.588,59,3.229
1.42,1.603,45,3.373
3.835,1.213,41,2.262
3.295,1.395,38,2.314
0.995,2.431,19,4.0
2.078,1.255,14,3.558
3.601,1.016,21,2.55
3.818,0.987,15,2.73
2.242,1.416,3,3.191
2.724,2.019,37,3.428
1.251,0.912,46,3.22
3.971,1.919,16,2.939
1.465,0.542,14,3.529
3.811,1.338,9,2.337
2.844,2.052,7,3.656
2.706,1.177,14,2.975
2.392,1.627,6,3.562
1.461,0.91,15,3.226
1.283,1.984,52,3.482
1.428,0.605,72,3.021
1.315,2.205,34,3.566
3.273,0.896,1,2.734
1.855,2.249,69,3.314
0.891,1.205,20,3.803
3.898,1.945,80,2.352
3.616,1.138,7,2.773
3.762,2.312,7,3.319
3.983,0.753,50,2.031
1.274,0.857,2,3.917
2.008,1.486,47,2.986
3.202,0.664,14,2.666
2.997,0.892,31,2.982
1.208,2.388,50,3.645
3.392,2.453,61,2.516
1.441,1.253,41,3.862
1.439,2.347,14,4.0
2.472,1.59,5,3.596
2.657,1.039,75,1.974
2.614,1.905,5,3.849
1.002,1.818,64,4.0
3.596,2.478,29,3.366
1.576,1.03,75,3.315
1.127,1.844,5,3.99
3.633,0.604,36,2.471
3.854,0.727,79,2.049
3.545,0.508,19,2.41
3.371,2.499,64,2.77
2.862,2.105,22,3.056
2.518,2.073,34,3.216
0.987,1.519,56,3.751
2.048,1.1,17,2.939
1.93,0.803,76,2.987
1.557,1.069,56,2.784
3.087,1.252,17,3.024
2.336,2.013,74,3.005
0.967,1.579,82,3.45
1.427,0.655,18,3.441
2.955,0.536,45,2.308
0.951,0.705,78,3.137
3.509,1.321,56,3.016
2.334,2.366,80,3.013
2.286,1.775,50,2.938
2.655,2.104,58,2.912
3.421,1.433,18,2.959
1.848,1.223,80,2.801
2.937,0.717,81,2.168
2.567,2.252,7,3.951
1.581,2.066,76,3.397
3.599,0.836,10,2.721
3.332,1.525,69,2.447
2.873,1.475,3,3.347
3.507,1.75,83,2.472
3.562,2.392,44,3.213
3.038,1.66,70,2.52
3.462,1.58,14,2.741
3.002,0.601,4,2.841
2.944,0.626,18,2.651
2.741,0.875,52,2.304
3.184,0.565,38,2.909
1.223,1.987,80,3.56
3.607,1.947,20,2.41
3.577,0.772,44,2.455
0.797,2.172,51,3.769
3.425,0.81,19,2.599
1.125,1.102,68,2.619
1.806,0.998,66,2.951
3.154,1.245,13,3.041
1.231,1.009,62,2.936
3.399,1.478,61,2.919
3.446,1.315,30,2.954
2.375,2.473,30,3.266
0.721,0.612,51,3.681
1.647,0.784,48,3.02
2.736,0.606,33,3.061
3.938,1.752,74,1.89
2.785,0.609,82,2.331
1.557,2.173,19,3.575
2.792,1.524,71,2.461
2.482,1.554,57,2.461
3.273,1.623,19,2.719
1.053,0.842,79,2.771
3.211,0.895,41,2.273
2.486,1.138,42,3.014
3.878,1.687,52,2.033
1.828,0.92,4,3.62
2.788,0.733,4,3.356
3.776,2.44,5,2.99
1.038,0.544,41,3.357
3.793,2.105,61,2.461
2.97,2.076,75,2.622
0.924,1.094,55,2.81
1.693,0.771,75,2.562
3.037,0.791,13,3.298
0.922,1.895,14,4.0
2.621,1.786,60,2.867
1.841,2.065,72,2.698
2.749,2.375,25,3.551
0.851,1.884,82,3.217
3.576,0.812,44,2.104
3.913,0.987,82,1.667
3.897,2.184,10,3.164
3.174,0.919,71,2.318
1.129,0.645,50,3.498
3.202,1.907,44,3.172
0.781,1.305,14,3.794
0.773,2.34,15,4.0
1.768,1.801,16,3.637
2.313,0.681,2,2.959
3.242,2.396,30,2.857
2.955,1.017,30,2.822
2.171,1.174,82,2.689
1.603,1.305,31,3.466
3.991,0.602,77,1.841
2.106,1.493,20,3.241
2.19,0.747,49,3.429
1.24,1.302,35,3.643
3.323,1.201,23,2.697
2.989,2.046,61,2.949
1.429,2.106,55,3.338
0.972,0.807,67,3.23
2.946,1.233,8,3.252
2.86,1.247,40,3.008
1.602,0.803,59,2.736
3.838,2.097,32,3.571
1.198,1.914,7,4.0
2.127,0.881,2,3.942
3.814,1.233,6,2.76
2.085,0.712,36,3.121
2.807,1.756,32,3.133
2.012,0.743,45,2.871
1.605,2.472,42,3.909
3.947,2.061,53,2.329
2.051,1.28,9,3.688
3.651,1.657,75,2.202
1.459,2.323,75,3.503
1.403,1.608,49,3.837
0.803,0.849,2,3.92
2.851,1.257,67,2.802
1.916,2.186,11,3.692
3.552,1.788,50,2.36
2.262,1.801,35,3.741
3.895,2.234,15,3.189
1.312,2.288,75,3.418
3.566,2.34,31,3.179
3.263,0.69,62,2.068
3.244,1.588,28,3.049
3.488,1.981,25,3.043
3.211,2.014,25,3.272
2.767,1.713,75,3.108
1.133,0.834,83,3.369
0.807,2.095,1,3.988
3.739,1.94,59,2.038
2.735,0.672,69,2.519
3.329,1.428,74,2.439
2.289,0.848,42,2.675
1.087,1.175,34,3.377
1.113,0.536,66,2.903
2.962,1.301,18,3.399
2.12,1.6,77,2.784
1.362,1.739,5,3.591
2.322,1.827,20,3.443
0.912,2.173,66,3.666
2.621,0.931,75,2.263
1.588,0.741,62,3.155
3.332,2.203,32,3.332
1.724,0.813,58,2.925
2.202,2.45,50,3.018
0.738,2.185,38,3.952
0.939,1.502,55,3.64
1.995,2.463,28,3.161
2.284,0.695,74,2.715
2.68,1.106,81,2.396
1.662,1.776,22,3.699
2.993,1.2,43,2.7
3.538,2.357,83,2.313
3.274,0.631,81,2.082
0.831,1.599,36,3.7
2.286,1.682,52,3.021
1.046,1.805,36,3.583
1.499,1.011,28,3.598
3.956,1.229,78,2.356
1.17,2.187,58,3.43
2.346,0.89,36,2.979
2.74,2.154,70,2.616
3.018,1.625,9,3.327
2.547,2.024,21,3.475
0.732,1.927,64,3.541
1.777,0.915,76,2.823
2.408,1.638,61,3.174
0.99,2.235,40,3.513
1.857,1.364,56,2.823
0.81,2.433,4,4.0
0.959,1.404,31,3.781
2.01,0.786,27,3.184
1.138,1.279,58,3.624
2.573,2.403,25,3.658
2.975,1.139,69,2.931
3.342,2.236,70,2.898
1.36,2.263,5,4.0
1.253,1.2,8,3.806
1.045,0.667,9,3.696
2.8,1.949,15,3.354
3.031,1.123,7,3.15
0.804,2.066,72,3.316
3.79,1.385,15,2.856
0.872,1.471,37,3.702
2.486,2.056,83,2.921
3.04,1.265,39,2.669
3.574,1.386,6,2.801
3.056,1.252,83,2.421
3.346,1.235,57,2.621
1.82,1.552,81,2.817
3.389,2.118,19,3.46
0.964,1.224,63,3.719
3.653,1.549,31,2.338
2.507,1.841,75,2.645
3.397,1.039,79,2.232
2.193,1.055,10,3.472
2.824,2.367,67,3.484
2.437,1.947,62,3.064
3.114,1.654,3,3.232
0.969,1.795,18,3.726
0.899,0.559,25,3.202
1.515,1.736,20,3.721
1.226,1.519,58,3.939
3.577,1.591,50,2.534
1.423,1.219,79,2.853
3.92,0.663,10,2.684
1.812,0.887,21,2.87
1.301,2.401,29,3.97
3.306,1.317,10,3.219
2.874,1.433,13,2.954
2.344,0.605,47,3.156
2.533,0.575,23,3.134
3.073,1.934,50,3.235
1.454,1.576,4,3.547
3.988,1.517,67,2.185
3.917,0.986,53,2.47
2.846,1.99,2,3.104
1.358,0.836,68,3.304
2.945,0.88,65,2.431
0.938,1.421,79,3.536
0.801,1.073,57,3.526
1.55,0.995,70,3.371
2.227,1.79,7,3.294
3.565,1.802,19,3.047
3.1,2.149,44,2.627
3.151,1.335,63,2.655
2.104,0.646,65,2.824
1.842,1.047,39,3.156
1.924,2.46,83,2.982
3.959,1.693,26,2.623
0.832,1.919,44,3.867
3.561,0.515,12,2.721
2.61,1.536,22,3.72
2.147,0.575,77,2.802
3.093,1.638,14,3.007
2.306,2.342,30,3.665
3.582,2.437,44,3.118
3.672,1.581,38,2.501
2.092,1.416,59,3.214
1.614,2.39,42,3.32
2.655,1.847,52,2.839
3.711,0.63,63,1.759
1.395,1.431,61,3.249
2.756,0.98,34,2.773
2.784,1.44,39,2.869
3.119,1.411,41,3.009
1.134,1.664,37,3.738
3.062,1.214,65,2.729
3.7,0.829,79,2.425
1.293,1.507,32,4.0
1.484,2.16,8,3.98
3.906,1.828,18,2.98
1.297,1.177,45,3.385
3.519,2.371,33,3.267
2.325,2.324,5,3.962
1.516,0.919,82,2.724
3.573,0.579,74,1.916
2.17,1.983,36,3.753
2.399,2.155,23,3.36
1.885,2.436,40,3.589
2.657,2.28,5,3.78
1.24,1.701,34,3.673
1.991,1.56,24,3.855
3.899,0.556,17,2.735
1.552,0.993,71,2.786
2.867,1.419,81,2.362
1.773,1.757,22,3.785
3.252,1.615,15,3.06
1.132,1.985,15,3.548
3.9,1.06,25,2.305
2.198,1.63,53,3.178
1.479,0.676,21,3.664
0.943,1.327,66,3.627
1.26,2.0,32,4.0
2.415,1.887,21,3.257
1.812,2.481,68,3.219
3.435,1.056,44,2.536
2.122,1.496,83,2.391
1.521,1.159,66,3.119
2.737,1.381,14,3.171
3.032,2.214,15,3.539
1.251,1.868,20,4.0
1.253,2.265,34,3.968
0.821,0.907,36,3.624
3.13,2.247,83,2.723
2.891,0.62,9,2.781
2.266,2.277,71,3.086
3.486,1.158,30,2.697
3.359,1.129,77,2.246
2.632,1.524,63,2.772
3.565,2.381,35,2.823
1.379,0.596,13,3.281
1.069,1.204,79,3.132
1.59,2.213,46,3.756
0.888,1.292,56,3.078
2.453,0.898,9,3.114
3.791,1.35,36,3.086
0.83,1.271,3,4.0
1.103,2.331,19,4.0
2.192,2.024,28,3.95
3.782,1.51,23,2.83
1.743,2.477,7,4.0
2.374,1.431,76,2.532
0.837,0.616,14,3.828
1.19,1.025,46,3.408
3.956,1.372,15,2.951
3.885,0.814,67,2.38
0.716,2.395,15,4.0
3.841,2.034,51,2.699
2.809,1.037,8,2.675
3.564,1.682,69,1.87
2.201,1.943,62,3.396
2.401,2.383,51,2.66
2.313,2.263,63,3.246
2.901,1.53,68,2.615
1.161,2.049,78,3.718
0.799,1.624,16,4.0
1.716,1.605,24,4.0
3.025,0.729,6,2.938
1.366,0.752,57,3.436
2.922,1.559,31,2.654
3.901,1.038,6,2.156
1.01,0.542,79,3.002
2.92,1.946,29,2.816
2.164,0.565,67,2.659
3.565,1.691,75,2.268
1.285,1.578,3,4.0
2.986,2.438,28,3.031
3.466,1.468,74,2.46
3.817,0.627,48,2.437
2.955,1.603,80,2.488
2.341,2.182,10,3.778
2.739,2.494,33,3.118
3.567,1.361,67,2.256
2.583,1.141,69,2.323
0.8,2.313,12,4.0
3.772,0.882,57,2.533
2.975,1.731,44,3.344
2.932,1.311,13,3.434
1.412,0.582,24,3.244
2.874,1.195,44,2.425
2.0,1.03,57,2.873
2.849,1.872,16,3.421
1.052,2.398,21,4.0
2.871,1.036,76,1.884
3.998,2.123,51,2.754
0.859,0.611,21,3.27
3.925,1.576,60,2.237
2.043,0.641,51,3.341
3.573,2.368,21,3.123
3.282,2.033,6,3.546
2.571,1.816,73,2.913
3.137,2.148,65,2.527
3.599,1.795,76,2.561
2.034,2.438,58,3.362
1.779,1.928,78,2.755
2.903,2.349,6,3.11
3.366,1.534,65,2.6
3.216,0.734,34,3.169
3.333,1.556,56,2.345
2.137,0.754,75,2.422
3.399,1.685,3,3.255
1.097,1.465,42,3.292
2.497,1.745,62,3.533
0.719,0.52,6,3.632
1.771,0.89,6,3.414
1.909,1.483,63,2.89
2.007,2.401,20,3.991
2.995,1.267,21,3.553
1.982,1.349,2,3.456
2.181,1.929,56,3.403
1.484,1.708,10,3.532
1.932,1.098,70,3.136
1.45,1.322,23,4.0
0.942,0.935,30,4.0
2.691,2.432,78,2.946
2.905,0.761,37,2.478
2.744,1.244,55,2.766
2.23,0.552,49,2.746
1.953,0.944,34,3.09
3.549,2.061,44,2.85
2.413,0.902,22,3.109
2.281,0.66,31,3.192
0.785,1.449,7,4.0
1.826,0.52,21,3.24
1.955,0.67,16,3.407
2.016,2.115,20,3.998
2.615,2.043,43,3.044
2.461,2.33,44,3.319
2.706,2.209,47,2.893
3.224,1.866,19,3.24
3.383,0.605,48,2.438
3.07,2.066,79,2.757
3.853,2.191,69,2.219
0.76,2.098,11,4.0
1.346,1.517,79,3.192
0.725,0.966,29,4.0
2.837,2.191,45,3.003
3.664,1.954,68,2.652
1.503,2.462,36,3.928
3.759,0.811,48,2.681
0.899,0.951,15,3.787
3.784,0.924,44,2.225
1.86,2.085,67,3.128
1.035,0.874,74,2.871
2.303,0.633,40,2.783
1.547,2.497,14,3.445
1.64,0.55,63,3.261
1.714,2.17,81,3.679
3.35,1.231,51,2.522
2.479,2.183,79,3.023
1.727,1.609,58,3.293
2.714,2.303,15,3.167
3.063,2.352,65,3.127
1.6,0.518,55,3.299
2.065,0.651,76,2.389
1.102,1.001,10,3.882
1.298,1.839,42,3.587
2.948,2.277,11,3.731
1.299,1.42,16,3.766
2.433,1.714,73,2.837
3.04,0.877,78,2.762
1.053,2.11,19,3.741
2.572,2.435,31,3.494
1.547,1.037,73,3.025
3.878,1.49,53,2.255
2.296,0.672,8,3.753
3.36,1.618,24,3.026
2.516,1.506,8,3.573
0.843,0.789,83,3.313
2.789,1.384,48,2.779
3.84,1.168,30,2.865
2.685,1.544,58,3.109
3.403,1.671,55,2.6
3.618,0.517,73,2.253
1.453,2.022,62,3.756
1.4,1.926,48,3.777
2.716,1.233,4,3.074
2.056,0.606,37,3.006
3.472,2.01,8,3.293
3.67,2.41,1,3.348
1.866,0.98,70,2.701
1.482,1.147,47,3.25
3.276,0.868,75,2.328
1.607,1.654,5,3.466
3.415,0.81,50,2.422
2.098,1.212,24,3.499
2.903,1.894,47,3.048
1.015,1.62,18,3.726
2.759,1.273,28,2.868
2.191,1.34,77,3.168
2.636,1.624,5,3.189
1.254,0.512,30,3.688
3.132,0.657,1,2.819
3.547,2.263,82,2.762
1.415,0.656,46,3.346
1.016,1.914,69,3.431
0.778,2.34,31,3.679
2.819,1.041,70,2.625
2.703,1.241,56,2.816
2.504,1.638,28,3.353
1.465,2.263,16,4.0
1.99,2.384,54,3.091
2.662,1.979,53,3.137
2.339,0.673,12,3.372
3.96,1.838,20,2.99
1.15,1.321,82,2.843
2.994,1.441,34,3.223
2.034,0.598,53,2.983
2.113,0.882,64,2.958
3.068,2.081,23,2.983
2.985,1.408,27,3.188
3.971,1.103,17,2.182
1.124,1.268,48,3.279
1.044,2.209,21,4.0
3.09,1.998,50,3.08
2.609,1.045,40,2.983
1.605,0.735,3,3.825
0.962,1.004,17,4.0
0.983,2.342,61,3.929
3.651,1.663,50,2.524
1.333,1.567,6,3.697
1.767,1.693,28,3.395
1.448,1.232,72,3.463
1.871,2.114,55,3.057
0.929,1.547,58,3.675
2.413,0.733,45,2.968
0.923,0.758,72,3.545
3.341,1.574,19,3.108
1.471,2.373,29,3.768
2.482,1.117,23,3.05
3.604,2.239,32,2.949
2.848,2.028,10,3.692
2.459,0.996,49,3.067
1.77,0.573,65,2.582
1.799,0.704,29,3.311
2.909,1.957,59,3.08
3.981,0.899,45,2.208
2.884,1.243,67,2.049
2.541,1.503,51,2.916
3.111,1.951,11,2.9
2.235,0.726,82,2.133
0.898,1.313,6,4.0
2.556,1.47,67,3.419
3.86,1.582,62,2.692
1.278,2.137,5,3.467
2.977,0.843,9,2.969
1.363,2.116,28,3.702
2.468,1.886,83,2.421
1.019,1.612,77,3.462
2.186,1.899,38,3.309
3.195,1.324,43,2.438
1.847,0.777,21,2.81
2.894,1.832,62,2.66
3.325,1.549,46,2.717
3.76,1.779,70,2.34
1.474,1.176,38,3.689
2.018,2.314,49,3.522
1.203,1.675,75,3.225
3.975,0.671,81,1.637
3.759,1.4,39,2.124
2.482,2.013,71,2.668
3.479,2.088,30,3.315
2.419,1.489,21,3.525
2.758,2.289,1,3.686
0.994,1.035,32,3.509
3.192,1.321,8,3.39
1.121,2.297,69,3.338
3.426,2.293,30,2.807
3.281,1.871,8,3.186
3.039,2.218,19,2.754
0.819,0.678,59,3.066
1.7,2.23,55,3.42
1.568,1.141,30,3.34
1.888,0.857,79,2.505
0.989,0.979,36,4.0
3.792,1.336,55,2.715
2.528,1.002,44,3.318
1.708,1.141,27,3.404
2.01,0.77,77,2.575
2.176,1.092,78,3.118
2.682,1.645,54,2.942
2.402,1.384,48,2.749
3.734,1.193,30,2.357
2.34,1.993,39,3.231
3.974,2.287,13,3.001
3.51,2.014,16,3.101
1.388,1.164,44,3.348
3.771,1.989,71,3.003
1.084,0.804,27,3.239
3.398,0.761,45,2.627
1.956,1.191,35,3.146
3.597,2.115,79,2.436
3.565,0.993,28,2.867
3.36,0.627,7,2.368
3.307,0.763,62,2.09
1.705,2.217,51,3.48
0.967,1.768,46,4.0
2.03,1.006,20,3.698
1.273,1.611,38,3.953
2.993,1.555,61,2.151
1.842,1.811,32,3.264
3.92,0.966,26,2.25
2.815,2.229,58,2.989
3.414,1.119,39,2.157
1.137,1.888,20,4.0
3.545,0.532,82,1.463
3.745,1.245,50,2.674
2.307,1.203,79,2.906
2.701,1.587,52,2.642
3.224,0.645,22,3.04
1.277,2.08,53,3.54
2.358,0.936,66,2.569
2.016,1.854,43,3.255
1.183,2.106,82,3.295
1.913,1.624,23,3.471
0.925,1.982,77,3.439
0.785,1.824,64,3.41
1.146,1.211,9,3.69
3.878,2.118,7,2.911
2.513,1.089,41,3.37
3.887,1.642,54,2.295
2.127,1.991,65,2.978
1.729,1.258,2,4.0
2.37,1.106,4,3.303
2.15,1.419,78,2.603
1.049,2.136,32,3.665
2.815,2.36,2,3.247
1.413,1.59,64,3.447
2.745,1.823,14,2.898
2.846,2.307,20,3.73
1.202,0.697,49,3.256
0.902,0.964,8,3.779
3.277,1.918,63,2.618
2.217,2.147,46,3.453
0.892,2.214,21,4.0
3.983,1.33,32,2.478
0.891,0.679,8,4.0
2.994,1.376,16,3.182
3.946,0.961,40,2.037
1.489,1.082,27,3.322
1.169,2.045,18,3.56
1.101,0.651,35,3.599
1.701,2.155,52,3.667
1.033,1.355,15,3.65
2.984,1.692,63,3.3
0.906,0.679,53,3.961
2.381,1.175,81,2.636
3.989,0.679,66,1.789
3.386,2.423,31,3.171
2.73,2.115,61,2.767
1.711,1.419,64,3.379
2.759,0.947,34,2.922
2.439,2.367,55,3.284
2.106,1.189,59,3.404
1.131,0.822,3,3.649
3.626,1.626,17,2.763
2.184,2.388,78,3.317
1.342,0.508,78,2.77
1.914,0.976,46,3.508
2.067,2.377,38,3.797
3.431,0.842,35,2.477
3.121,0.726,1,2.547
3.239,1.64,29,2.584
0.736,2.224,4,4.0
2.073,1.454,61,3.138
2.288,2.489,17,3.977
0.763,1.858,28,3.958
1.557,0.648,50,2.889
3.209,2.486,8,3.387
1.152,1.316,34,3.639
2.467,1.075,59,3.112
1.41,1.616,18,4.0
0.74,1.109,59,3.236
1.496,0.673,27,3.487
3.92,0.503,16,2.249
3.345,1.399,10,2.815
3.867,2.174,76,2.645
2.31,1.645,22,3.34
1.062,2.498,16,4.0
2.508,1.074,12,3.372
2.199,1.061,75,2.709
3.486,0.819,51,2.465
1.024,0.828,1,3.92
2.311,1.07,27,2.879
1.195,2.086,67,3.639
1.771,2.312,12,3.728
3.133,2.45,30,2.954
2.271,0.965,9,3.545
1.94,2.263,53,3.265
2.002,1.157,61,3.254
2.216,0.726,54,3.106
3.291,2.24,37,2.907
3.644,1.772,65,2.731
3.853,0.829,42,2.23
3.297,1.36,49,2.622
1.741,1.075,4,3.749
2.971,1.974,64,3.314
2.144,1.407,79,3.05
1.54,2.479,51,3.643
3.475,0.609,72,2.139
0.827,1.21,60,3.077
3.676,1.464,79,2.47
2.223,1.506,31,3.517
2.803,1.132,72,2.609
2.876,1.958,58,3.077
3.654,2.249,82,1.927
2.801,2.377,4,3.322
2.726,2.11,22,3.813
0.92,2.201,3,4.0
2.411,1.601,79,2.955
1.196,2.152,47,3.551
3.134,1.107,38,2.628
2.39,1.297,33,3.607
2.945,1.134,78,2.383
0.838,1.435,48,3.786
0.98,1.071,65,3.352
3.064,2.423,26,3.343
0.938,1.126,8,3.976
0.935,0.696,50,2.88
0.74,1.554,80,3.529
3.856,0.614,38,2.167
3.134,0.721,10,3.348
1.866,0.939,42,2.962
1.679,1.429,37,3.309
1.854,1.367,26,4.0
3.256,2.099,12,3.428
2.883,1.979,49,2.745
1.311,1.353,14,3.825
1.275,1.167,46,3.115
1.025,1.133,35,3.684
2.879,2.048,29,3.012
3.222,0.604,12,3.278
1.575,0.526,82,2.853
0.769,2.091,44,4.0
0.971,1.454,66,3.665
3.894,0.762,2,2.956
1.675,0.971,59,2.899
3.238,2.365,17,3.308
2.761,2.219,10,3.39
1.96,1.92,18,4.0
1.379,1.464,22,3.137
1.101,1.541,83,3.088
2.73,2.45,58,3.083
3.256,2.432,53,2.971
2.825,0.931,1,3.208
2.45,2.122,61,3.075
0.838,0.894,31,3.622
3.896,0.927,31,2.51
3.336,1.852,66,2.717
1.666,1.31,19,4.0
3.934,2.363,53,3.091
2.686,0.678,76,2.484
2.622,1.523,74,2.584
3.169,2.337,22,3.147
3.379,2.308,23,2.822
2.866,0.813,15,3.226
1.123,1.233,26,3.69
1.816,1.738,3,3.914
3.763,0.819,20,2.664
1.441,2.436,40,3.62
1.928,2.329,39,3.372
2.126,0.834,72,2.607
2.15,0.742,18,3.344
2.723,0.671,41,2.722
3.812,2.319,70,2.069
1.494,0.887,27,3.182
1.101,1.333,15,3.783
1.352,1.398,37,3.541
3.627,1.698,58,2.648
2.831,0.643,5,3.06
1.643,0.954,73,2.848
3.393,2.363,7,3.223
3.543,2.317,41,2.958
3.493,2.063,10,3.266
3.732,0.539,62,2.006
1.532,1.154,26,3.244
3.192,1.756,68,2.585
2.22,1.05,24,3.065
3.479,2.319,78,2.636
3.104,1.768,41,3.289
3.262,0.644,65,1.94
2.865,2.318,17,3.707
1.286,2.416,24,4.0
2.499,0.655,27,3.243
3.949,1.565,7,2.751
3.793,1.107,73,1.763
0.842,1.286,12,4.0
1.244,0.859,3,4.0
1.135,1.656,79,3.028
3.096,2.416,10,3.199
3.399,1.506,33,2.949
1.405,0.666,46,3.09
2.369,1.74,59,3.441
3.474,1.18,52,2.647
3.118,2.212,6,3.216
2.489,1.369,2,3.294
2.648,0.886,29,2.825
2.378,0.882,40,2.943
1.682,2.038,61,3.445
2.565,1.031,68,2.701
2.973,2.034,68,2.5
3.582,0.912,29,2.816
2.8,1.143,62,2.571
3.212,1.431,60,2.353
1.228,2.386,41,3.739
2.223,2.363,82,3.293
0.731,0.914,65,3.419
1.514,1.216,64,3.229
3.097,0.799,79,1.958
3.973,1.52,63,2.31
1.027,1.421,48,3.825
2.025,2.302,20,3.27
3.34,2.36,37,2.945
1.373,1.267,64,3.387
2.532,1.483,5,3.462
3.119,2.292,34,2.885
2.733,2.113,39,3.29
1.32,0.507,67,2.702
1.873,1.14,81,2.606
3.287,1.344,62,2.318
2.529,0.959,24,3.462
0.717,0.899,3,3.575
3.211,0.576,71,1.819
0.817,1.787,67,3.65
3.161,1.025,79,2.319
1.368,0.605,50,3.057
3.862,0.962,29,2.497
1.914,2.104,74,2.899
1.779,2.203,32,3.692
1.191,1.466,39,3.666
1.708,1.332,9,3.97
3.593,2.456,14,3.676
3.988,0.901,68,1.968
1.915,0.931,64,2.595
2.18,1.084,20,3.389
3.083,0.846,28,2.747
3.624,1.259,14,2.783
2.657,2.322,44,2.831
1.992,1.731,77,3.017
2.062,1.324,39,3.328
2.996,2.369,28,3.521
0.711,0.597,64,3.168
2.745,0.921,32,2.692
1.873,1.632,9,3.562
3.321,1.731,28,3.184
1.007,0.579,17,3.988
2.641,1.306,77,2.886
2.287,1.798,55,3.277
2.82,1.896,10,3.373
0.914,1.776,80,3.438
2.614,1.141,6,3.344
2.553,0.687,48,2.682
2.55,1.354,75,2.898
2.692,0.758,67,2.107
2.932,2.395,41,2.809
3.356,1.45,79,1.929
1.59,1.135,60,2.944
3.423,2.033,77,2.847
2.344,1.496,42,2.834
0.954,1.12,81,2.896
0.893,2.124,71,3.404
1.803,2.234,28,3.986
3.29,1.846,13,3.507
3.035,0.594,81,2.448
3.302,1.633,15,3.328
2.407,2.027,36,3.738
2.153,0.773,15,2.812
1.187,0.957,75,2.796
1.783,2.265,56,3.271
2.132,0.54,4,3.335
0.992,2.005,52,3.75
1.428,1.448,10,3.832
2.674,1.394,45,3.147
3.128,0.514,29,2.174
3.995,2.139,53,2.519
3.779,1.22,29,2.671
2.82,1.582,23,3.075
2.09,1.855,57,3.238
2.799,1.905,50,3.247
3.293,2.412,21,3.252
1.091,1.563,43,4.0
2.053,1.299,10,3.746
3.471,2.407,76,2.68
1.967,1.784,30,3.615
2.587,1.096,51,3.01
2.64,0.753,33,3.301
1.309,2.185,18,4.0
1.895,1.224,78,2.998
1.804,1.821,22,3.463
0.786,1.442,64,3.622
0.78,0.898,21,3.932
3.445,1.703,1,3.358
1.601,0.621,15,3.252
2.41,1.327,36,3.299
1.686,1.593,47,3.574
3.804,1.372,54,2.087
1.556,1.997,32,3.397
2.118,2.156,58,3.539
3.58,2.042,46,2.547
3.478,0.578,54,2.666
1.314,0.888,33,3.381
3.349,1.573,39,2.879
2.212,2.37,23,3.72
2.294,2.17,43,3.165
1.14,2.185,55,4.0
0.966,1.106,2,3.896
3.102,1.359,66,2.561
2.338,1.441,38,2.662
2.142,0.815,29,2.804
3.107,0.562,67,2.577
3.226,2.394,71,2.756
1.224,0.981,36,3.338
2.714,0.98,29,2.816
1.147,0.667,37,3.549
