Electronegativity,IonicRadius,AtomicNumber,BandGap
2.665,1.904,69,2.75
3.891,1.801,17,2.768
1.093,0.785,9,3.796
2.785,1.373,70,2.52
3.066,2.318,68,2.899
2.275,0.817,27,3.313
1.651,2.25,31,3.737
2.515,1.393,81,2.94
1.904,1.706,58,3.296
3.7,1.13,33,2.612
1.877,1.954,5,3.922
1.28,0.858,5,3.87
2.602,2.026,6,3.408
2.007,0.786,49,2.97
1.016,0.845,83,2.919
2.564,0.517,66,2.304
2.475,2.226,10,3.569
1.272,2.188,51,3.71
2.672,1.282,16,3.149
2.572,0.506,5,3.16
3.253,2.366,38,3.018
1.893,0.843,67,2.752
1.521,0.798,48,3.241
3.839,0.922,62,2.057
2.552,1.015,24,3.071
0.79,2.363,17,4.0
3.408,1.756,37,2.753
1.349,1.182,63,3.105
3.294,2.028,41,3.162
3.027,2.046,5,3.393
3.897,0.993,46,2.251
3.886,0.849,61,2.103
1.606,0.805,20,3.542
3.229,1.213,31,2.842
1.746,0.556,68,2.946
2.776,1.382,46,2.97
2.673,0.902,17,3.222
0.88,2.035,29,3.726
0.717,1.16,52,3.552
0.891,1.802,41,3.546
1.122,1.865,40,3.991
1.55,2.091,61,3.384
3.693,1.45,80,2.431
2.411,1.3,3,3.52
3.33,1.014,19,2.741
3.466,0.519,75,2.32
3.125,0.815,60,2.442
1.992,0.944,39,3.308
3.551,1.817,21,2.855
3.149,2.082,38,3.096
3.152,1.418,26,2.935
3.675,2.144,35,2.905
2.676,1.248,25,2.979
2.444,1.809,81,2.577
3.638,1.614,25,2.632
2.2,0.8,63,2.99
3.378,1.424,63,2.354
0.878,2.435,70,3.618
0.704,0.8,77,3.168
2.443,1.312,27,3.324
0.943,1.165,12,4.0
3.923,1.992,77,2.554
0.718,0.577,55,3.156
3.07,1.406,44,2.595
1.503,1.029,44,3.152
3.893,1.096,79,2.188
1.959,1.315,67,3.059
0.79,1.083,16,4.0
0.789,1.635,45,3.553
2.526,1.074,77,2.488
3.956,2.335,56,2.671
3.933,1.395,8,2.71
1.813,0.81,74,2.99
2.293,1.078,39,2.832
1.032,2.095,67,3.869
2.423,0.718,12,3.142
2.679,1.259,19,2.894
1.529,2.398,66,3.771
2.72,0.502,15,2.789
3.669,2.442,20,3.219
0.703,1.218,52,3.509
1.455,0.922,32,3.19
1.393,2.151,6,3.947
1.109,1.439,21,3.956
1.248,0.711,81,3.024
2.766,1.834,75,2.524
1.039,2.056,12,4.0
3.137,1.402,68,2.505
3.627,1.929,52,2.808
3.758,0.714,47,2.066
2.879,0.564,53,2.261
1.351,0.938,64,2.893
0.981,2.462,19,4.0
1.466,0.851,19,3.537
3.874,2.339,62,2.963
3.876,1.094,49,2.269
1.96,1.483,33,3.219
1.775,1.908,37,3.245
2.383,0.84,27,3.239
1.663,0.899,33,3.37
3.933,1.006,76,2.131
1.43,1.454,42,3.511
1.918,1.192,45,3.421
2.117,0.672,15,3.106
1.113,1.035,5,4.0
1.963,2.155,12,3.813
3.527,1.533,74,2.305
1.163,2.395,57,3.655
2.627,1.055,15,3.051
2.042,1.024,28,3.351
1.263,1.351,46,3.664
0.741,0.659,4,4.0
1.602,1.133,35,3.576
0.904,1.221,50,3.513
1.943,1.743,8,3.547
3.374,0.784,32,2.652
3.075,2.277,83,2.507
3.826,2.252,17,3.043
2.109,1.56,24,3.477
3.036,1.342,75,2.579
2.896,1.897,55,2.677
1.416,0.908,58,3.172
1.702,1.628,1,3.6
2.448,1.074,81,2.479
3.329,2.346,81,2.655
2.224,1.461,82,2.794
1.452,1.512,65,2.929
3.978,2.025,3,2.98
1.081,2.069,80,3.366
3.854,0.971,75,2.053
3.37,1.719,7,3.084
3.468,2.232,46,3.106
3.323,1.326,7,2.59
1.387,0.722,28,3.346
2.788,2.237,57,2.696
3.197,2.292,82,2.581
3.161,0.806,69,2.518
1.596,0.93,83,3.306
1.298,0.978,72,3.197
1.783,2.17,45,3.511
2.283,2.412,65,3.314
2.593,1.29,29,3.007
3.462,2.369,80,2.683
3.238,0.541,26,2.725
2.931,1.293,30,3.145
1.57,0.732,45,3.177
2.28,2.471,69,3.229
1.807,0.893,49,3.039
1.475,2.369,59,3.549
0.734,2.053,38,3.952
1.82,2.282,76,3.306
1.545,1.516,46,3.421
2.587,1.524,31,3.119
0.906,0.795,29,3.502
1.593,0.75,5,3.531
0.848,1.822,71,3.449
2.817,1.049,61,2.641
2.575,1.449,47,2.803
1.814,0.745,28,3.491
1.186,1.679,31,3.625
3.861,0.656,17,2.792
2.628,0.848,71,2.397
2.941,0.794,50,2.902
2.453,0.775,63,2.802
3.362,1.75,1,3.038
3.658,0.573,61,2.237
1.963,1.847,2,3.822
2.977,1.848,7,3.551
1.459,0.899,67,3.046
2.851,1.446,23,3.253
2.017,0.852,62,2.878
0.722,1.096,37,3.471
3.853,2.056,51,2.703
3.566,1.513,10,2.929
1.66,2.429,62,3.478
3.993,2.376,3,3.246
1.747,0.933,70,3.162
2.214,2.126,22,3.422
3.509,1.184,42,2.532
1.705,1.267,38,3.286
2.187,1.691,34,3.372
2.896,1.509,31,3.029
1.131,2.371,53,3.71
2.094,2.311,72,3.086
1.721,1.396,82,2.806
2.933,2.154,65,2.752
1.149,2.328,79,3.382
1.468,1.948,66,3.457
3.048,1.896,34,2.926
1.216,1.628,14,4.0
2.093,1.885,65,2.819
3.053,0.797,72,2.312
3.226,0.912,55,2.512
1.013,1.235,82,3.225
3.512,2.387,44,2.955
3.089,1.097,35,2.783
1.82,0.757,20,3.432
3.221,1.426,43,2.578
3.103,1.179,37,2.973
2.683,2.481,36,3.154
2.543,1.274,33,2.972
3.125,1.626,18,3.075
3.998,2.431,17,3.123
2.609,2.282,17,3.557
3.369,2.305,64,2.952
3.156,2.084,28,3.066
3.524,1.225,69,2.439
3.85,2.048,30,2.679
1.337,1.697,15,3.928
1.246,1.226,9,3.847
2.635,1.562,38,3.014
2.183,2.229,10,3.614
2.583,0.631,70,2.708
3.334,2.297,52,2.927
3.775,1.92,39,2.93
2.077,1.154,52,3.027
3.069,1.305,3,3.297
1.349,1.364,15,3.992
2.464,1.366,44,3.135
0.772,0.541,21,3.864
2.362,0.862,72,2.858
2.5,1.372,44,3.168
3.127,0.682,66,2.41
2.843,0.781,56,2.819
1.883,2.357,50,3.527
0.719,1.632,79,3.428
1.081,2.308,45,3.799
3.911,1.799,76,2.374
3.744,1.212,4,2.925
1.773,2.123,26,3.486
1.554,1.656,14,4.0
2.14,1.553,25,3.384
2.977,0.684,33,2.825
1.878,0.911,32,3.468
0.922,0.581,67,3.009
2.029,0.671,73,2.852
1.56,2.282,48,3.471
1.772,2.082,18,3.755
1.238,0.943,25,3.751
2.874,0.984,63,2.741
2.438,1.48,3,3.385
1.594,1.161,25,3.265
2.528,1.61,80,2.4
2.326,0.934,44,3.204
3.327,1.315,46,2.346
3.855,2.332,39,2.809
1.131,1.419,74,3.14
3.617,2.251,61,2.413
3.026,1.563,30,2.885
2.985,1.354,56,2.657
1.935,1.521,56,3.279
1.835,1.982,44,3.482
0.719,2.497,9,4.0
3.941,0.559,49,1.984
2.701,1.534,31,3.282
2.028,1.844,52,3.188
2.494,1.309,65,2.696
0.834,1.643,69,3.655
1.273,0.607,77,2.872
2.757,1.061,25,2.999
2.397,1.254,36,3.202
3.297,1.313,37,2.836
2.874,1.863,19,3.125
2.685,2.305,53,2.988
3.39,0.622,68,2.31
0.925,1.398,81,3.155
2.98,1.296,3,3.239
3.061,2.43,64,2.757
1.608,1.912,21,3.831
1.346,2.41,65,3.76
1.406,1.507,20,3.769
1.354,1.755,14,3.922
2.428,2.209,46,3.059
1.148,0.573,59,2.883
2.876,2.351,17,3.322
1.047,1.452,9,3.764
0.789,2.423,52,3.901
1.754,0.519,4,3.621
1.333,0.688,39,2.942
3.963,0.65,37,2.389
1.7,0.612,5,3.486
1.433,0.767,65,3.116
1.349,1.166,3,4.0
1.934,0.768,64,2.797
2.699,0.79,80,2.484
3.28,1.4,17,2.936
1.903,1.753,69,3.346
2.766,0.59,20,2.893
2.291,1.649,51,3.168
3.493,1.664,70,2.407
2.578,1.142,60,2.778
1.657,0.877,60,3.121
3.022,1.765,54,2.808
3.406,2.063,59,2.595
2.236,1.068,70,2.655
3.958,1.52,14,3.061
3.601,0.698,18,2.619
1.35,2.064,77,3.587
3.296,1.825,16,3.173
2.683,1.357,74,2.775
2.465,1.711,14,3.334
2.396,2.41,29,3.653
3.516,1.624,2,3.218
2.716,1.354,57,3.068
2.474,1.405,56,2.813
0.861,0.864,73,3.279
2.179,2.32,65,3.459
3.697,1.602,64,2.327
3.049,1.29,40,2.711
0.868,2.373,44,4.0
3.617,1.602,57,2.515
3.428,0.792,14,2.826
2.504,1.887,15,3.314
0.774,2.434,18,4.0
2.556,2.154,82,2.997
0.88,1.261,22,3.812
1.757,2.117,32,3.801
2.775,1.463,15,2.95
3.713,1.309,43,2.625
1.881,1.611,59,3.237
3.538,0.654,72,2.152
3.731,1.028,18,2.972
0.769,1.658,19,4.0
1.49,0.735,16,3.415
3.043,1.32,27,3.015
3.198,2.155,31,2.863
1.995,2.288,24,3.591
2.867,0.865,5,2.983
2.72,2.389,62,2.736
3.141,1.434,65,2.488
3.072,0.804,13,3.017
0.983,2.001,67,3.552
1.222,0.671,22,3.698
1.138,1.963,56,3.514
3.777,1.897,65,2.347
3.715,1.775,1,3.114
3.331,2.156,32,3.161
1.085,2.146,14,4.0
2.595,1.382,53,2.878
1.318,1.532,80,3.274
1.916,1.335,11,3.502
1.581,1.727,51,3.515
3.435,1.545,35,2.676
1.177,1.093,33,3.513
2.832,1.346,83,2.476
3.947,1.63,56,2.661
2.967,2.1,49,3.072
0.961,0.77,6,3.443
3.696,1.625,76,2.591
2.822,2.377,55,3.203
2.206,1.317,45,3.324
2.877,0.637,82,2.471
3.601,2.199,51,2.632
2.275,0.924,14,3.159
2.453,1.895,6,3.386
2.193,1.424,35,3.254
0.94,2.382,75,3.329
3.297,2.048,27,3.117
1.117,2.104,48,3.727
2.002,1.702,18,3.433
1.977,0.779,57,3.205
1.624,0.839,44,3.324
2.028,0.589,6,2.875
2.739,1.759,80,2.799
1.728,1.881,52,3.325
1.269,0.912,43,3.34
3.569,2.218,4,3.371
3.904,1.207,2,2.837
2.213,0.938,10,3.278
1.779,2.002,66,3.085
0.857,1.753,56,3.647
0.822,0.899,62,3.279
1.997,2.165,9,3.845
3.77,0.71,62,2.236
3.111,0.88,36,3.059
1.853,2.035,81,2.977
3.895,1.581,54,2.343
2.115,1.366,73,2.969
1.613,0.804,26,3.247
2.107,0.679,41,2.861
1.398,1.37,9,3.59
3.623,2.468,41,3.17
1.892,1.745,22,3.488
2.871,1.136,5,3.176
1.984,2.498,23,3.586
3.676,2.495,54,2.89
2.82,1.176,62,2.727
2.311,0.935,31,3.155
1.136,0.888,71,3.059
3.676,1.676,62,2.515
2.504,1.128,74,2.678
1.641,2.06,49,3.494
3.597,1.209,68,2.471
0.88,1.718,37,3.768
1.736,0.998,23,3.488
2.472,1.462,48,2.901
1.821,1.816,6,3.836
2.273,2.481,24,3.47
1.572,1.108,64,3.652
1.129,2.01,34,3.924
0.822,1.711,71,3.347
1.22,2.01,26,3.855
3.845,1.725,26,2.766
2.599,0.716,69,2.578
2.314,0.976,77,2.542
1.968,1.925,11,3.376
3.038,1.984,18,3.468
1.166,1.759,56,3.509
1.611,0.896,10,3.664
2.864,0.715,11,2.829
2.281,1.973,16,3.655
3.241,1.775,37,2.91
3.66,1.617,32,2.746
3.417,0.538,23,2.443
1.308,1.739,5,3.94
1.002,2.058,77,3.593
1.259,1.429,3,3.886
3.286,0.602,49,2.736
3.716,1.08,66,2.342
3.754,0.848,48,2.627
1.684,1.737,71,3.064
3.473,0.744,59,2.154
2.47,0.582,46,2.71
3.415,2.136,52,2.692
2.51,2.344,22,3.42
1.181,2.188,8,4.0
0.961,1.667,21,3.956
3.859,1.213,50,2.31
2.105,0.661,32,3.114
1.857,1.281,67,2.861
1.876,0.867,79,2.749
1.95,2.116,79,3.016
3.818,2.167,17,2.885
0.907,1.439,12,4.0
1.093,1.115,44,3.421
3.306,1.898,9,3.243
2.513,1.755,61,2.843
1.124,1.662,71,3.377
0.814,2.351,66,3.791
1.44,1.06,15,3.765
1.561,1.162,10,3.567
0.747,0.609,6,3.66
1.413,0.939,28,3.452
3.136,1.439,52,2.487
3.523,2.141,5,3.318
3.664,0.878,28,2.563
1.987,1.546,71,2.807
1.754,1.118,78,2.828
4.0,2.071,61,2.607
3.239,1.776,2,3.089
2.473,0.61,5,3.277
1.541,0.826,39,3.516
1.76,2.028,51,3.572
2.401,1.857,9,3.581
2.489,0.733,43,2.845
0.745,1.104,63,3.308
3.866,1.044,33,2.649
2.6,1.443,83,2.723
2.644,0.552,27,3.146
1.398,1.56,62,3.366
3.224,0.833,23,2.811
3.133,1.969,22,3.325
1.014,1.596,38,3.868
2.663,2.075,5,3.228
2.872,1.76,56,3.059
3.457,2.319,3,3.428
1.38,2.41,48,3.633
3.596,1.745,58,2.605
2.223,1.755,52,3.299
1.019,1.211,54,3.628
1.049,2.368,48,3.912
1.353,2.129,57,3.594
1.633,0.999,58,3.207
2.338,1.027,76,2.779
3.171,1.984,71,3.037
1.316,1.202,10,3.951
3.976,2.145,37,2.836
1.233,2.333,68,3.413
2.678,0.731,4,3.263
3.766,1.542,56,2.433
3.447,2.276,20,3.109
2.838,1.603,38,2.877
3.061,0.791,6,3.026
1.143,2.083,6,4.0
0.732,0.911,45,3.784
2.133,1.491,36,3.226
0.995,2.436,13,4.0
1.881,2.279,20,3.876
1.438,1.719,27,3.765
3.724,0.814,68,2.181
3.604,1.272,48,2.747
3.403,0.974,57,2.007
3.056,1.852,10,3.508
1.208,2.022,37,3.444
0.86,1.748,71,3.67
2.858,1.716,62,2.924
2.819,1.126,27,3.031
1.919,1.405,31,3.579
2.26,2.465,12,3.726
2.314,2.318,44,3.415
1.492,1.926,32,3.559
1.737,2.235,13,3.854
2.081,1.916,4,3.922
2.69,1.778,45,3.145
3.854,2.014,2,3.21
2.477,0.994,80,2.589
3.113,2.428,48,3.042
3.363,1.368,77,2.268
1.075,0.588,25,3.55
2.855,0.875,39,2.6
2.291,1.824,32,3.248
2.589,1.83,40,3.023
0.827,1.584,54,3.782
3.691,1.504,21,2.956
3.844,1.768,73,2.503
0.711,1.943,69,3.652
1.402,0.904,30,3.591
1.295,0.911,8,3.794
3.278,0.572,52,2.282
2.674,1.708,83,2.36
1.285,1.246,40,3.404
3.386,2.373,56,2.929
1.866,1.171,35,3.558
2.221,1.63,30,3.443
1.978,1.192,31,3.147
2.421,1.212,54,2.947
2.284,1.226,67,2.951
1.606,1.721,74,3.299
2.101,1.233,37,3.183
3.698,0.796,64,2.071
2.36,0.83,15,3.353
3.724,1.554,14,2.7
2.515,1.368,63,2.921
3.237,2.246,42,2.882
1.669,0.584,48,2.691
3.308,1.03,45,2.597
1.572,1.884,39,3.544
0.765,1.869,43,3.711
1.23,0.653,20,3.71
0.771,0.994,7,3.667
3.825,0.956,13,2.771
4.0,2.419,7,3.19
3.215,2.342,54,2.959
1.057,2.464,72,3.578
3.667,0.793,8,2.602
3.154,1.891,14,3.174
1.796,1.545,1,3.851
2.358,2.003,18,3.328
2.884,0.923,25,2.598
0.779,0.56,32,3.477
2.355,0.726,52,2.739
3.117,1.511,68,2.307
1.321,2.459,17,3.924
2.165,0.57,27,3.337
2.457,1.675,52,3.2
3.127,0.895,20,2.964
3.883,0.645,11,2.644
3.499,1.748,83,2.019
2.751,1.25,46,3.046
2.626,1.986,73,2.651
2.691,1.237,75,2.5
2.499,0.7,1,3.178
0.896,1.965,38,3.868
3.004,1.806,44,2.785
3.064,2.307,34,3.012
2.391,1.893,45,3.336
3.572,0.526,33,2.769
2.919,2.158,40,3.077
1.897,1.606,78,3.102
0.765,0.523,27,3.57
0.895,2.105,27,4.0
1.861,2.041,59,3.383
2.225,2.499,39,3.569
1.251,1.465,32,3.494
1.325,2.058,28,3.732
1.46,1.926,64,3.38
3.276,1.49,10,3.029
3.245,0.848,4,3.054
1.964,1.388,31,3.09
1.269,0.813,22,3.775
1.066,1.109,66,3.505
0.988,2.245,28,4.0
1.991,1.007,76,2.763
0.85,2.153,2,4.0
1.801,0.565,32,3.105
3.873,1.477,20,2.813
2.375,1.982,10,3.482
3.415,2.231,57,2.717
1.127,0.55,23,3.26
1.585,2.093,15,3.853
3.824,2.283,81,2.37
1.966,0.807,63,3.138
2.84,0.605,66,2.471
3.921,0.909,82,1.626
2.518,0.974,76,2.657
1.708,0.881,42,3.237
2.455,1.681,52,2.94
0.88,1.006,16,4.0
1.071,1.943,76,3.459
0.724,1.53,50,3.554
3.618,1.413,54,2.714
2.915,2.236,29,3.269
1.684,1.692,40,3.434
1.43,1.029,3,3.622
2.954,0.679,45,2.601
3.734,1.578,42,2.4
1.687,1.995,67,3.234
1.761,1.848,51,3.216
3.519,2.11,81,2.655
3.648,2.057,8,3.12
3.716,1.539,5,3.197
1.667,1.03,33,3.551
1.097,2.149,2,4.0
2.152,1.379,47,3.139
1.676,0.778,5,3.538
3.617,2.286,28,3.022
0.821,0.911,58,3.563
2.792,0.833,62,2.571
3.69,0.882,44,2.444
3.923,0.916,2,2.754
2.845,1.054,69,2.564
3.835,1.632,40,2.476
0.95,0.926,35,3.481
1.886,2.23,79,2.816
0.729,1.36,26,3.915
3.938,1.445,70,2.268
3.679,1.88,79,2.414
0.793,0.613,70,3.427
0.76,1.131,70,3.459
1.911,1.873,11,3.873
1.553,1.267,15,3.784
3.495,0.685,11,3.015
1.23,1.482,82,3.362
3.309,0.935,60,2.309
2.53,2.264,64,3.161
1.945,0.738,63,2.975
1.181,0.652,12,3.686
3.992,1.62,18,3.07
2.739,0.901,12,3.139
2.15,2.219,24,3.665
1.925,0.856,81,2.732
3.689,1.448,64,2.371
3.41,2.003,6,3.159
3.377,0.602,32,2.449
2.733,2.499,46,3.291
3.63,2.034,58,2.897
1.688,1.172,21,3.464
3.022,1.442,38,2.944
2.035,0.811,43,2.922
2.68,1.287,78,2.336
3.994,1.129,44,2.383
3.949,1.115,63,2.117
2.392,2.041,45,3.089
2.594,2.103,54,2.839
3.661,1.232,20,2.535
3.953,0.732,2,2.708
3.269,0.587,39,2.836
0.915,2.403,78,3.503
1.765,0.706,53,3.104
3.659,1.807,48,2.518
3.236,0.681,8,2.78
3.149,2.088,13,3.041
2.904,1.221,40,2.808
2.07,1.159,51,2.712
2.031,0.549,30,2.945
3.369,2.429,62,2.748
1.669,1.468,1,3.686
2.96,0.799,79,2.411
3.096,0.754,15,2.997
3.487,1.863,26,2.926
1.756,0.915,24,3.522
3.148,1.491,30,2.666
1.051,0.887,68,3.312
1.156,1.267,62,3.303
2.077,2.032,21,3.343
0.882,0.555,78,3.2
3.827,0.957,19,2.677
3.676,2.343,82,2.399
0.861,1.818,26,4.0
3.466,2.267,46,2.886
2.379,0.549,55,2.855
3.016,2.256,24,3.311
3.627,2.063,35,2.701
2.604,0.752,16,2.821
1.084,1.385,60,3.241
0.709,1.275,1,4.0
2.34,2.228,64,3.044
3.832,1.826,73,2.414
2.59,1.977,13,3.361
1.931,2.328,80,2.896
0.802,1.126,10,3.98
3.719,0.636,63,2.302
1.78,1.371,44,3.264
3.026,2.379,65,2.859
2.991,1.851,77,2.792
1.538,0.573,53,3.159
0.91,2.468,23,4.0
1.971,1.58,74,3.135
1.747,1.292,60,3.031
3.011,1.489,29,2.94
3.405,1.574,72,2.467
1.434,2.34,43,3.667
2.443,1.227,27,3.086
0.834,1.824,11,4.0
1.407,0.729,76,2.975
3.214,1.348,63,2.48
3.318,2.358,57,2.695
3.262,2.026,74,2.653
1.17,2.359,37,3.772
2.518,0.758,7,3.107
2.095,1.433,55,2.958
3.972,1.549,21,2.667
2.858,0.688,40,2.64
3.786,1.542,62,2.565
1.18,1.259,24,3.638
2.188,0.518,13,2.974
3.246,0.718,6,2.923
1.914,1.477,27,3.61
2.787,0.717,59,2.569
2.389,1.299,3,3.399
3.973,2.475,78,2.197
1.274,1.379,32,3.571
3.787,1.63,21,2.715
2.025,1.335,81,2.564
2.244,0.714,17,3.029
2.444,2.118,36,3.504
1.576,1.968,81,3.323
3.88,1.389,34,2.78
3.708,0.881,45,2.416
3.911,1.962,81,1.981
3.99,1.159,4,2.814
2.91,1.475,52,3.167
2.191,1.011,48,2.811
3.507,1.343,8,2.713
0.779,2.323,5,4.0
3.454,1.097,79,2.335
2.341,1.275,82,2.366
2.922,1.515,56,2.859
1.934,1.068,3,3.47
1.916,2.437,57,3.399
0.805,0.709,56,3.429
2.099,0.746,61,2.774
2.048,1.757,31,3.399
1.442,1.718,25,3.702
1.516,1.069,75,3.164
2.628,0.652,82,2.388
1.749,0.763,12,3.19
3.44,0.944,66,2.371
1.068,1.3,43,3.636
2.606,1.62,13,3.702
1.228,1.739,81,3.276
2.443,1.891,43,3.327
2.523,0.597,17,3.058
2.82,1.594,5,3.355
2.111,0.588,2,3.534
2.381,1.803,1,3.895
1.297,1.137,14,3.774
2.228,1.715,56,3.296
1.931,1.454,43,2.876
2.898,2.131,26,3.081
2.135,0.696,20,3.1
3.272,1.568,30,2.968
2.106,1.124,17,3.191
1.478,0.525,64,2.909
1.603,1.576,28,3.582
0.849,2.064,34,4.0
2.482,1.728,67,2.925
3.442,0.594,60,2.387
3.238,1.795,5,3.192
2.145,1.934,60,3.067
1.347,0.644,71,3.218
3.549,1.271,60,2.464
0.887,1.097,65,3.176
2.017,1.999,34,3.44
3.527,1.236,64,2.548
1.997,0.916,40,2.919
1.089,1.562,82,3.101
1.578,2.019,35,3.478
2.68,1.285,73,2.697
1.202,2.293,25,3.863
2.861,1.802,80,2.462
2.146,0.732,2,3.184
1.803,2.453,2,4.0
1.495,1.947,8,3.897
3.417,0.972,79,2.278
2.009,1.119,5,3.469
3.137,1.444,71,2.325
2.153,0.543,25,3.206
1.003,2.29,33,3.859
2.154,0.661,45,3.006
2.375,0.842,51,2.782
2.211,1.572,54,2.97
3.394,2.094,1,3.347
3.706,2.377,19,3.005
3.296,0.731,66,2.607
2.623,0.531,26,3.08
2.487,1.898,49,2.919
2.827,1.041,79,2.48
1.65,0.764,35,3.217
3.379,0.509,39,2.381
3.528,2.428,11,3.099
1.582,1.968,37,3.53
3.679,1.187,32,2.849
3.501,1.696,57,2.67
2.101,2.281,25,3.616
3.7,2.324,63,2.444
1.097,1.57,71,2.806
0.792,2.377,28,3.939
1.848,2.016,12,3.959
2.566,1.594,36,3.064
1.86,1.262,11,3.455
3.809,2.373,24,3.098
1.541,0.889,75,2.955
1.628,1.588,53,3.21
2.795,0.766,50,2.745
0.713,0.767,80,3.264
3.101,0.62,58,2.786
1.946,1.12,17,3.609
3.927,2.098,76,2.321
2.982,0.868,82,2.329
0.872,2.165,64,3.47
1.006,2.487,61,3.703
0.991,1.551,10,4.0
3.844,2.075,77,2.383
2.957,1.836,1,3.205
2.111,1.419,49,3.033
1.362,1.07,16,3.523
3.583,1.843,54,2.731
1.365,0.961,48,3.378
3.032,1.237,64,2.599
3.219,0.809,9,2.99
1.672,1.656,39,3.412
2.366,0.829,5,3.155
1.436,2.104,67,3.37
1.95,1.451,33,3.365
3.885,1.927,56,2.568
2.987,1.408,25,2.933
3.494,2.049,59,2.427
2.484,2.27,77,2.988
1.489,1.437,48,3.101
3.053,1.239,30,2.844
2.352,1.939,25,3.169
1.284,2.431,9,4.0
2.061,0.852,76,2.847
2.795,1.993,65,3.004
3.127,0.507,80,2.006
1.503,2.462,57,3.354
3.591,2.094,7,3.47
1.953,2.392,42,3.543
1.595,0.714,25,3.069
1.344,0.602,65,2.974
3.354,1.374,8,2.897
1.869,0.619,77,2.837
2.295,0.609,18,2.955
1.435,0.683,4,3.529
2.964,0.623,3,3.116
3.277,0.695,28,2.715
1.82,1.233,23,3.363
3.819,1.503,27,2.548
0.801,0.707,65,3.311
1.139,1.781,7,3.713
2.643,1.716,7,3.456
3.015,1.091,5,3.113
1.527,1.107,69,3.02
2.528,2.469,74,2.872
1.751,1.101,45,3.264
2.528,2.312,48,3.263
2.876,0.908,47,2.58
3.91,0.859,44,1.972
2.204,2.22,3,3.759
2.839,1.714,52,3.074
2.608,2.031,35,3.194
1.748,1.651,72,3.059
1.535,2.446,63,3.534
3.96,0.558,74,1.819
1.383,0.8,42,3.256
3.308,0.722,29,2.818
1.184,1.843,51,3.61
3.354,1.128,8,3.217
1.313,2.073,24,3.878
3.892,0.748,48,2.363
2.964,0.96,23,2.844
0.997,0.632,33,3.443
2.987,2.486,18,3.415
2.692,1.935,7,3.633
1.814,0.718,4,3.449
1.56,1.794,79,3.292
3.072,1.379,34,3.081
3.146,2.332,20,3.561
1.78,0.768,69,2.909
3.592,0.556,39,2.479
1.587,0.808,75,2.83
0.931,2.375,73,3.668
2.68,2.358,44,3.299
1.053,0.637,66,3.13
1.613,1.547,46,3.186
2.374,1.869,12,3.453
1.645,0.509,18,2.969
1.409,0.533,50,3.122
3.021,0.633,49,2.4
2.505,1.909,38,3.282
3.471,2.38,43,3.279
2.618,0.636,83,2.535
2.295,0.788,47,2.794
1.562,1.435,6,3.918
3.314,1.385,52,2.681
1.35,0.925,21,3.641
1.499,0.901,82,2.876
3.477,0.779,49,2.583
3.146,1.001,38,2.601
2.722,2.183,42,2.903
0.828,1.415,43,3.582
1.12,2.336,65,3.661
2.35,2.183,42,3.234
3.163,1.558,12,3.244
2.232,2.149,41,3.394
0.757,0.829,21,3.669
1.308,1.782,70,3.345
2.643,2.381,19,3.011
2.991,1.739,18,3.272
0.81,1.481,79,3.392
0.843,1.811,79,3.315
1.562,0.773,72,3.083
0.976,1.089,19,3.681
2.488,1.004,56,2.827
1.108,0.737,76,3.01
2.839,1.916,70,2.531
3.265,1.768,34,2.881
3.903,2.245,15,2.734
3.83,1.896,5,3.034
1.602,2.124,35,3.665
0.797,0.778,57,3.435
1.787,0.631,66,2.758
3.038,1.241,75,2.324
0.897,0.762,15,3.783
1.887,2.035,59,2.954
1.684,1.367,11,3.664
1.424,2.377,10,4.0
3.03,0.676,38,2.61
2.875,2.392,29,3.467
2.467,1.955,22,3.45
3.706,2.107,7,3.305
1.04,1.485,68,3.456
1.194,1.228,83,3.054
1.965,1.949,61,3.209
2.864,2.458,16,3.355
2.627,0.552,40,2.653
0.944,1.694,72,3.499
3.863,0.995,13,2.673
1.707,1.3,8,3.527
1.885,1.649,55,3.396
2.758,0.934,4,3.244
3.819,0.521,58,1.745
2.887,0.638,70,2.503
3.851,0.551,51,2.094
1.319,0.59,37,3.465
2.742,0.83,72,2.633
3.435,1.388,45,2.828
2.38,1.405,38,3.228
1.895,0.524,55,3.085
3.95,0.553,28,2.056
1.165,1.006,14,3.46
2.056,0.599,32,3.219
3.582,0.911,36,2.347
3.672,0.57,49,2.244
3.935,0.673,12,2.711
3.62,1.821,5,3.467
0.868,0.769,21,3.732
3.768,1.392,69,2.318
2.113,2.115,62,2.893
2.85,0.616,4,3.11
2.001,1.041,50,3.052
3.385,1.751,4,3.303
2.601,0.847,12,3.219
3.49,1.54,77,2.518
1.339,1.886,39,3.486
1.31,2.398,38,3.932
2.153,2.448,10,3.683
0.716,0.826,39,3.422
2.986,2.252,43,3.036
1.677,0.605,56,3.002
2.539,1.4,34,3.133
0.931,1.44,9,3.772
1.263,0.669,5,3.84
2.755,1.132,38,3.03
1.709,2.055,48,3.638
1.409,0.928,50,3.496
1.455,1.746,6,3.8
1.409,2.426,5,4.0
2.755,0.606,14,2.914
1.253,0.53,53,3.214
1.897,1.031,41,3.304
2.97,0.694,19,2.881
2.395,0.668,1,3.386
2.671,1.323,8,3.159
1.528,1.804,77,3.203
3.778,1.985,3,3.187
2.066,0.718,23,3.245
